Key 	A03.003_Az_T00130.txt_000001_to_1064.txt 	A01.003_Dan_T00030.txt_000001_to_450.txt 	A01.003_Dan_T00030.txt_000451_to_900.txt 	A01.003_Dan_T00030.txt_000901_to_1350.txt 	A01.003_Dan_T00030.txt_001351_to_1800.txt 	A01.003_Dan_T00030.txt_001801_to_2250.txt 	A01.003_Dan_T00030.txt_002251_to_2700.txt 	A01.003_Dan_T00030.txt_002701_to_3150.txt 	A01.003_Dan_T00030.txt_003151_to_3600.txt 	A01.003_Dan_T00030.txt_003601_to_4050.txt 	A01.003_Dan_T00030.txt_004051_to_4472.txt 
fi&thorn;rum	1	0	0	0	0	0	0	0	0	0	0
&thorn;ancode	0	0	1	0	0	0	0	0	0	0	0
syle	0	0	0	0	0	0	0	0	1	0	0
gebletsige	0	0	0	0	0	1	0	0	0	0	0
gewemman	0	0	0	0	1	0	0	0	0	0	0
ealhstede	0	0	0	0	0	0	0	0	0	1	0
gel&aelig;dde	0	0	0	0	0	0	1	0	0	0	0
fandedon	0	0	0	0	0	0	1	0	0	0	0
lifigende	0	0	0	0	0	0	0	0	0	1	0
wylla	0	0	0	0	0	0	1	0	0	0	0
gyfum	0	0	0	0	0	0	0	0	0	0	1
n&aelig;ngum	1	0	0	0	0	0	0	0	0	0	0
swi&thorn;rian	0	0	0	0	0	0	0	0	0	1	0
wilddeorum	0	0	0	0	0	0	0	0	0	1	0
h&aelig;&thorn;num	0	0	0	1	0	0	0	0	0	0	0
eode	0	0	1	0	0	0	0	0	0	0	0
hra&thorn;or	0	0	0	0	0	0	0	0	0	0	1
gl&aelig;dmode	0	0	0	0	1	0	0	0	0	0	0
gerusalem	0	0	0	0	0	0	0	0	0	0	1
ehtode	0	0	0	0	0	0	1	0	0	0	0
wislice	0	0	1	0	0	0	0	0	0	0	0
hwurfun	1	0	0	0	0	0	0	0	0	0	0
deoflu	0	0	0	0	0	0	0	0	0	0	1
w&aelig;da	0	0	0	0	0	0	0	0	0	1	0
meahtan	1	0	0	0	0	0	0	0	0	0	0
onh&aelig;ted	0	0	0	0	1	0	0	0	0	0	0
aglac	0	0	0	0	1	0	0	0	0	0	0
cu&thorn;ost	0	0	0	0	0	0	0	0	0	0	1
bearg	1	0	0	0	0	0	0	0	0	0	0
sellende	0	0	0	0	0	0	1	0	0	0	0
gestrudan	0	1	0	0	0	0	0	0	0	0	0
bilegde	1	0	0	0	0	0	0	0	0	0	0
gemynd	0	0	0	0	0	0	0	0	0	1	0
f&aelig;r	0	0	0	0	0	0	0	0	1	0	0
hreddan	0	0	0	0	0	0	0	0	0	1	0
folcm&aelig;gen	0	0	0	1	0	0	0	0	0	0	0
n&aelig;nig	0	0	0	0	0	0	1	0	0	0	0
scop	1	0	0	0	0	0	0	0	0	0	0
f&aelig;ger	1	0	0	0	0	0	0	0	0	0	0
gehwilcum	0	0	0	0	0	0	0	0	0	1	0
mon&thorn;eawum	1	0	0	0	0	0	0	0	0	0	0
torhtan	0	0	0	0	0	0	0	1	0	0	0
sce&thorn;&thorn;an	1	0	0	0	0	0	0	0	0	0	0
gyfe	0	0	0	0	0	0	1	0	0	0	0
wommas	0	1	0	0	0	0	0	0	0	0	0
wece&thorn;	0	0	0	0	0	0	0	0	1	0	0
lagufloda	1	0	0	0	0	0	0	0	0	0	0
here	0	0	0	0	0	0	0	0	0	0	1
bearwe	0	0	0	0	0	0	0	1	0	0	0
b&aelig;r	0	0	0	0	0	0	0	0	0	1	0
forburnene	0	0	0	0	0	0	1	0	0	0	0
isen	0	0	0	0	1	0	0	0	0	0	0
feohsceattum	0	0	0	0	0	0	0	0	0	0	1
regna	0	0	0	0	0	0	0	0	1	0	0
sorge	0	0	0	0	1	0	0	0	0	0	0
hige&thorn;ancle	0	0	1	0	0	0	0	0	0	0	0
gerad	1	0	0	0	0	0	0	0	0	0	0
winde	0	0	0	0	1	0	0	0	0	0	0
langne	0	1	0	0	0	0	0	0	0	0	0
leofa	1	0	0	0	0	0	0	0	0	0	0
eor&thorn;cyninga	0	0	0	0	1	0	0	0	0	0	0
gegnunga	0	0	0	1	0	0	0	0	0	0	0
frumgaras	0	0	1	0	0	0	0	0	0	0	0
&thorn;is	0	0	0	1	0	0	0	0	0	0	0
or	0	0	1	0	0	0	0	0	0	0	0
ontreowde	0	0	0	0	1	0	0	0	0	0	0
nama	0	0	0	0	1	0	0	0	0	0	0
gewit	0	0	0	0	0	0	0	0	0	0	1
onhicga&thorn;	0	0	0	0	0	0	0	1	0	0	0
aldordomes	0	0	0	0	0	0	0	0	0	1	0
egesful	0	0	1	0	0	0	0	0	0	0	0
witigdom	0	0	1	0	0	0	0	0	0	0	0
cneorissum	0	0	0	0	0	1	0	0	0	0	0
geleafan	0	0	0	0	0	0	0	0	0	1	0
lignest	0	0	0	0	0	0	0	0	0	0	1
ny&thorn;or	0	0	0	0	0	0	0	1	0	0	0
hrofe	0	0	0	0	1	0	0	0	0	0	0
bewindan	0	0	0	0	0	0	0	0	1	0	0
eower	0	0	0	0	0	0	1	0	0	0	0
samnode	0	0	0	1	0	0	0	0	0	0	0
burgum	0	1	0	0	0	0	0	0	0	0	0
herge	1	0	0	0	0	0	0	0	0	0	0
salomanes	0	0	0	0	0	0	0	0	0	0	1
awunnen	0	0	0	0	0	0	0	0	0	1	0
onm&aelig;lde	0	0	0	1	0	0	0	0	0	0	0
aceorfe&thorn;	0	0	0	0	0	0	0	0	1	0	0
genge	1	0	0	0	0	0	0	0	0	0	0
eor&thorn;buendum	0	0	0	0	0	0	0	0	1	0	0
geogo&thorn;e	0	1	0	0	0	0	0	0	0	0	0
&thorn;ysne	0	0	0	1	0	0	0	0	0	0	0
m&aelig;cgum	0	0	0	0	1	0	0	0	0	0	0
gyddigan	0	0	0	0	0	0	0	0	1	0	0
hreohmod	0	0	0	0	1	0	0	0	0	0	0
ade	1	0	0	0	0	0	0	0	0	0	0
b&aelig;lblyse	0	0	0	1	0	0	0	0	0	0	0
rihte	0	0	0	0	1	0	0	0	0	0	0
f&aelig;&thorn;me	0	0	0	0	1	0	0	0	0	0	0
migtigra	0	0	0	0	0	0	0	1	0	0	0
cyneryce	1	0	0	0	0	0	0	0	0	0	0
geofonfloda	1	0	0	0	0	0	0	0	0	0	0
goldfatu	0	0	0	0	0	0	0	0	0	0	1
me&thorn;le	0	0	0	0	0	0	0	1	0	0	0
heofonfuglas	1	0	0	0	0	0	0	0	0	0	0
heh	0	0	0	0	0	0	1	0	0	0	0
h&aelig;&thorn;ene	0	0	0	0	0	1	0	0	0	0	0
gesecganne	0	0	0	0	0	0	0	0	1	0	0
magon	0	0	1	0	0	0	0	0	0	0	0
h&aelig;se	1	0	0	0	0	0	0	0	0	0	0
acul	0	0	0	0	0	0	0	0	0	0	1
geweor&thorn;od	0	1	0	0	0	0	0	0	0	0	0
onlicust	1	0	0	0	0	0	0	0	0	0	0
ge&thorn;ancum	0	0	0	0	0	1	0	0	0	0	0
gealhmod	0	0	0	1	0	0	0	0	0	0	0
eces	0	1	0	0	0	0	0	0	0	0	0
sohton	0	0	0	0	0	0	0	0	0	0	1
unrihtum	0	0	0	0	0	0	0	0	0	1	0
heretyma	0	0	0	0	0	0	0	0	1	0	0
wendan	0	0	0	0	0	0	0	0	0	0	1
bli&thorn;emod	0	0	0	0	0	0	0	0	0	0	1
nyde	0	0	0	0	0	0	0	1	0	0	0
wolcenfaru	0	0	0	0	0	1	0	0	0	0	0
hleo&thorn;orcyme	0	0	0	0	0	0	0	0	0	0	1
oferfaren	0	0	0	0	0	0	0	1	0	0	0
gleawmode	0	0	0	0	0	0	1	0	0	0	0
micelne	0	0	0	1	0	0	0	0	0	0	0
heofones	0	0	0	0	0	0	1	0	0	0	0
cunnode	0	0	0	0	0	0	0	1	0	0	0
dea&thorn;	0	0	0	1	0	0	0	0	0	0	0
heofontunglum	0	0	0	0	0	0	0	1	0	0	0
ywed	0	0	1	0	0	0	0	0	0	0	0
heolde	0	0	0	0	0	0	0	1	0	0	0
fruman	0	1	0	0	0	0	0	0	0	0	0
&aelig;&thorn;elingas	0	0	0	0	0	0	0	0	0	0	1
sigerof	1	0	0	0	0	0	0	0	0	0	0
bihealde&thorn;	1	0	0	0	0	0	0	0	0	0	0
gebearh	0	0	0	0	0	0	0	1	0	0	0
hegan	0	0	0	1	0	0	0	0	0	0	0
&aelig;nig	0	0	0	0	0	0	0	0	0	1	0
hliga&thorn;	0	0	0	0	0	1	0	0	0	0	0
searwum	0	1	0	0	0	0	0	0	0	0	0
teso	0	0	0	0	1	0	0	0	0	0	0
geocend	1	0	0	0	0	0	0	0	0	0	0
m&aelig;lmete	0	0	0	0	0	0	0	0	1	0	0
&aelig;te	0	0	0	0	0	0	0	1	0	0	0
frod	0	0	0	0	0	0	0	0	0	1	0
geoce	0	0	0	1	0	0	0	0	0	0	0
gromra	0	1	0	0	0	0	0	0	0	0	0
wurpon	0	0	0	0	1	0	0	0	0	0	0
d&aelig;dum	1	0	0	0	0	0	0	0	0	0	0
ger&aelig;dum	0	0	0	0	0	0	0	0	0	0	1
lyftlacende	0	0	0	0	0	0	1	0	0	0	0
&aelig;ghw&aelig;s	0	0	1	0	0	0	0	0	0	0	0
witgum	0	0	1	0	0	0	0	0	0	0	0
&thorn;urhgleded	0	0	0	0	1	0	0	0	0	0	0
winterbitera	1	0	0	0	0	0	0	0	0	0	0
sy	1	0	0	0	0	0	0	0	0	0	0
&aelig;tb&aelig;r	0	0	0	0	0	0	0	0	1	0	0
gange	0	0	0	0	1	0	0	0	0	0	0
onsteallan	0	0	0	0	1	0	0	0	0	0	0
breme	0	0	1	0	0	0	0	0	0	0	0
herega	0	0	0	0	0	0	0	0	0	0	1
sona	0	0	1	0	0	0	0	0	0	0	0
&aelig;renum	0	0	0	0	0	0	0	1	0	0	0
earmra	0	0	0	0	0	0	0	0	1	0	0
gehate&thorn;	1	0	0	0	0	0	0	0	0	0	0
hlifode	0	0	0	0	0	0	0	1	0	0	0
fremest	1	0	0	0	0	0	0	0	0	0	0
werodes	0	0	0	0	0	0	0	1	0	0	0
neata	0	0	0	0	0	0	1	0	0	0	0
forst	1	0	0	0	0	0	0	0	0	0	0
nacod	0	0	0	0	0	0	0	0	0	1	0
r&aelig;df&aelig;st	0	0	0	0	0	0	0	0	0	1	0
afeallan	0	0	0	0	0	0	0	0	1	0	0
weorn	1	0	0	0	0	0	0	0	0	0	0
cnihton	0	0	0	0	1	0	0	0	0	0	0
sunde	1	0	0	0	0	0	0	0	0	0	0
s&aelig;w&aelig;gas	0	0	0	0	0	0	1	0	0	0	0
cymst	0	0	0	0	0	0	0	0	1	0	0
lof	0	0	0	0	0	0	0	1	0	0	0
synne	1	0	0	0	0	0	0	0	0	0	0
hate	1	0	0	0	0	0	0	0	0	0	0
medum	0	0	0	0	0	0	0	0	0	1	0
ealdfeonda	0	1	0	0	0	0	0	0	0	0	0
weardode	0	0	0	0	0	0	0	0	0	1	0
&aelig;&thorn;elinga	0	0	0	0	0	0	0	0	0	0	1
gecorene	0	0	1	0	0	0	0	0	0	0	0
&thorn;eodum	0	1	0	0	0	0	0	0	0	0	0
&thorn;reanied	0	0	0	1	0	0	0	0	0	0	0
m&aelig;g	1	0	0	0	0	0	0	0	0	0	0
ryhte	1	0	0	0	0	0	0	0	0	0	0
strudon	0	0	0	0	0	0	0	0	0	0	1
mane	0	0	0	1	0	0	0	0	0	0	0
w&aelig;tra	1	0	0	0	0	0	0	0	0	0	0
mildne	1	0	0	0	0	0	0	0	0	0	0
orl&aelig;g	0	0	0	0	0	0	0	0	0	0	1
scilde	1	0	0	0	0	0	0	0	0	0	0
geseo	0	0	0	0	0	0	1	0	0	0	0
lissum	1	0	0	0	0	0	0	0	0	0	0
eadge	0	1	0	0	0	0	0	0	0	0	0
gehyld	1	0	0	0	0	0	0	0	0	0	0
fundon	0	0	1	0	0	0	0	0	0	0	0
burnon	0	0	0	0	1	0	0	0	0	0	0
since	0	1	0	0	0	0	0	0	0	0	0
grynde&thorn;	0	0	0	0	0	1	0	0	0	0	0
win&thorn;ege	0	1	0	0	0	0	0	0	0	0	0
as&aelig;gde	0	0	1	0	0	0	0	0	0	0	0
dyrne	1	0	0	0	0	0	0	0	0	0	0
fromcynn	1	0	0	0	0	0	0	0	0	0	0
gr&aelig;s	0	0	0	0	0	0	0	0	1	0	0
hatte	0	0	0	1	0	0	0	0	0	0	0
et	1	0	0	0	0	0	0	0	0	0	0
monigne	1	0	0	0	0	0	0	0	0	0	0
modge&thorn;anc	0	0	0	0	0	0	0	0	0	1	0
wordgleaw	0	0	0	0	0	0	1	0	0	0	0
wur&thorn;igean	0	0	0	1	0	0	0	0	0	0	0
la&thorn;searo	0	0	0	0	0	0	1	0	0	0	0
hwurfan	0	0	1	0	0	0	0	0	0	0	0
dreamleas	0	0	0	0	0	0	0	0	1	0	0
ceorfan	0	0	0	0	0	0	0	1	0	0	0
belegde	0	0	0	0	1	0	0	0	0	0	0
ungelic	0	0	1	0	0	0	0	0	0	0	0
&thorn;reanyd	1	0	0	0	0	0	0	0	0	0	0
uppe	0	0	0	1	0	0	0	0	0	0	0
forhogodon	1	0	0	0	0	0	0	0	0	0	0
wlancan	0	0	1	0	0	0	0	0	0	0	0
ege	1	0	0	0	0	0	0	0	0	0	0
cwe&thorn;a&thorn;	0	0	0	0	0	0	1	0	0	0	0
onlah	0	0	0	0	0	0	0	0	0	1	0
wudu	0	0	0	0	1	0	0	0	0	0	0
unrihtdom	0	0	0	1	0	0	0	0	0	0	0
cneowum	0	0	0	1	0	0	0	0	0	0	0
wodan	0	0	0	0	0	0	0	0	0	1	0
swefnede	0	0	1	0	0	0	0	0	0	0	0
ge&thorn;ances	0	0	0	0	0	0	0	0	0	0	1
ar	0	0	0	0	0	0	0	0	1	0	0
maran	1	0	0	0	0	0	0	0	0	0	0
longe	1	0	0	0	0	0	0	0	0	0	0
fyrene	0	0	0	0	0	0	0	0	1	0	0
neh	0	0	0	0	0	0	0	1	0	0	0
sawl	1	0	0	0	0	0	0	0	0	0	0
beote	0	0	0	0	1	0	0	0	0	0	0
gealp	0	0	0	0	0	0	0	0	0	0	1
f&aelig;stna	0	0	0	0	0	0	0	0	0	0	1
ge&thorn;ohtas	0	1	0	0	0	0	0	0	0	0	0
beon	0	0	0	0	0	0	0	0	1	0	0
nerede	0	0	0	0	1	0	0	0	0	0	0
wingal	0	0	1	0	0	0	0	0	0	0	0
witod	0	0	0	0	0	0	0	0	1	0	0
leofost	0	1	0	0	0	0	0	0	0	0	0
frasade	0	0	0	0	0	0	0	0	0	0	1
fremede	0	0	1	0	0	0	0	0	0	0	0
hiera	0	1	0	0	0	0	0	0	0	0	0
helmum	0	1	0	0	0	0	0	0	0	0	0
w&aelig;rgenga	0	0	0	0	0	0	0	0	0	1	0
witgan	0	1	0	0	0	0	0	0	0	0	0
manig	0	0	0	0	0	0	0	0	1	0	0
gebedum	0	0	0	0	0	0	1	0	0	0	0
gedwolan	0	1	0	0	0	0	0	0	0	0	0
awoc	0	0	0	0	0	0	0	0	0	1	0
wisne	0	0	0	0	0	0	0	0	1	0	0
m&aelig;genscipe	0	1	0	0	0	0	0	0	0	0	0
geseald	0	0	0	0	0	0	0	0	1	0	0
yldum	0	0	1	0	0	0	0	0	0	0	0
onhrera&thorn;	1	0	0	0	0	0	0	0	0	0	0
frumsl&aelig;pe	0	0	1	0	0	0	0	0	0	0	0
godspellode	0	0	0	0	0	0	0	0	0	1	0
wlitega	1	0	0	0	0	0	0	0	0	0	0
eadmodum	0	0	0	0	0	0	1	0	0	0	0
sweg	0	0	0	0	1	0	0	0	0	0	0
breostge&thorn;ancum	0	0	0	0	0	0	1	0	0	0	0
moste	0	0	1	0	0	0	0	0	0	0	0
wrece&thorn;	0	0	0	0	0	0	0	0	1	0	0
isaace	0	0	0	0	0	1	0	0	0	0	0
arena	1	0	0	0	0	0	0	0	0	0	0
monnum	1	0	0	0	0	0	0	0	0	0	0
asette	0	0	0	0	0	0	0	1	0	0	0
sinne	0	0	0	0	0	0	1	0	0	0	0
receda	0	1	0	0	0	0	0	0	0	0	0
m&aelig;geneacan	1	0	0	0	0	0	0	0	0	0	0
bl&aelig;de	0	0	0	0	0	0	0	0	1	0	0
wealdan	0	1	0	0	0	0	0	0	0	0	0
li&thorn;	0	0	0	0	0	0	0	0	1	0	0
&thorn;urfe	0	0	0	0	0	0	1	0	0	0	0
m&aelig;genes	0	0	0	0	0	0	0	0	0	0	1
f&aelig;stlicne	0	0	0	0	0	0	0	0	1	0	0
larum	0	0	0	1	0	0	0	0	0	0	0
moras	1	0	0	0	0	0	0	0	0	0	0
h&aelig;le&thorn;um	0	0	0	0	0	0	0	0	1	0	0
frumcyn	0	0	0	0	0	1	0	0	0	0	0
ongyt	0	0	0	0	0	0	1	0	0	0	0
grimman	0	0	0	0	0	0	1	0	0	0	0
brime	1	0	0	0	0	0	0	0	0	0	0
gehogode	0	0	0	0	0	0	0	0	0	1	0
rume	0	0	0	0	0	0	0	0	0	1	0
ateah	0	0	0	0	0	0	0	0	0	1	0
wrat	0	0	0	0	0	0	0	0	0	0	1
sceatas	0	0	0	0	0	0	0	1	0	0	0
berhtmhwate	0	0	0	0	0	1	0	0	0	0	0
stanhli&thorn;um	0	1	0	0	0	0	0	0	0	0	0
facne	0	0	0	1	0	0	0	0	0	0	0
wigena	0	1	0	0	0	0	0	0	0	0	0
lifga&thorn;	1	0	0	0	0	0	0	0	0	0	0
m&aelig;nieo	0	1	0	0	0	0	0	0	0	0	0
mandrihtne	0	0	0	0	0	0	0	0	0	1	0
dygle	0	0	1	0	0	0	0	0	0	0	0
folcum	0	0	0	0	0	0	0	0	0	0	1
egyptum	0	1	0	0	0	0	0	0	0	0	0
efndon	0	0	0	1	0	0	0	0	0	0	0
weor&thorn;an	1	0	0	0	0	0	0	0	0	0	0
m&aelig;	0	0	0	1	0	0	0	0	0	0	0
breostlocan	0	0	0	1	0	0	0	0	0	0	0
hra&thorn;e	0	0	0	0	1	0	0	0	0	0	0
fire	1	0	0	0	0	0	0	0	0	0	0
wuldorhaman	0	0	0	0	0	1	0	0	0	0	0
geweox	0	0	0	0	0	0	0	0	1	0	0
dryge	0	0	0	0	1	0	0	0	0	0	0
frofre	0	0	0	0	0	1	0	0	0	0	0
lofigen	1	0	0	0	0	0	0	0	0	0	0
hr&aelig;gle	0	0	0	0	0	0	1	0	0	0	0
tanum	1	0	0	0	0	0	0	0	0	0	0
&aelig;lbeorhta	1	0	0	0	0	0	0	0	0	0	0
geborgen	0	0	0	0	0	0	1	0	0	0	0
cl&aelig;ne	0	0	0	0	0	0	0	0	0	0	1
deofolwitgan	0	0	1	0	0	0	0	0	0	0	0
swigode	0	0	0	0	0	0	0	0	1	0	0
sende&thorn;	0	0	0	0	0	0	0	0	1	0	0
wildan	0	0	0	0	0	0	0	1	0	0	0
gebunden	1	0	0	0	0	0	0	0	0	0	0
duge&thorn;um	0	0	0	0	0	0	0	0	0	0	1
lytle	0	1	0	0	0	0	0	0	0	0	0
wast	0	0	0	0	0	0	0	0	1	0	0
onfenge	0	0	0	0	0	0	0	0	1	0	0
&thorn;earfum	1	0	0	0	0	0	0	0	0	0	0
r&aelig;swum	1	0	0	0	0	0	0	0	0	0	0
geb&aelig;don	0	0	0	1	0	0	0	0	0	0	0
herewosan	0	0	0	0	0	0	0	0	0	1	0
sien	0	0	0	0	0	0	1	0	0	0	0
heofnum	0	0	1	0	0	0	0	0	0	0	0
wine	0	0	0	0	0	0	0	0	0	0	1
gewita	0	0	0	0	0	0	0	0	0	1	0
agangen	0	0	0	0	1	0	0	0	0	0	0
middangeardes	0	0	0	0	0	0	0	0	1	0	0
wudige	1	0	0	0	0	0	0	0	0	0	0
y&thorn;a	0	0	0	0	0	0	1	0	0	0	0
sunna	0	0	0	0	0	1	0	0	0	0	0
wudubearwas	1	0	0	0	0	0	0	0	0	0	0
ea&thorn;modheorte	1	0	0	0	0	0	0	0	0	0	0
eare	0	0	0	0	0	1	0	0	0	0	0
symble	0	0	0	0	0	0	0	0	0	0	1
wesa&thorn;	1	0	0	0	0	0	0	0	0	0	0
trymma&thorn;	1	0	0	0	0	0	0	0	0	0	0
breahtmum	1	0	0	0	0	0	0	0	0	0	0
geweald	0	0	0	0	0	0	0	0	0	0	1
wr&aelig;stran	0	0	0	1	0	0	0	0	0	0	0
hlutre	1	0	0	0	0	0	0	0	0	0	0
eastream	0	0	0	0	0	0	1	0	0	0	0
gefor	0	1	0	0	0	0	0	0	0	0	0
starude	0	0	0	0	0	0	0	0	0	0	1
re&thorn;emod	0	1	0	0	0	0	0	0	0	0	0
hwa	0	0	0	0	0	0	1	0	0	0	0
gifena	0	0	1	0	0	0	0	0	0	0	0
gesceodon	0	1	0	0	0	0	0	0	0	0	0
w&aelig;rf&aelig;ste	0	0	0	1	0	0	0	0	0	0	0
ge&thorn;enc	0	0	0	0	0	0	1	0	0	0	0
gesawe	0	0	0	0	0	0	0	0	1	0	0
hleo&thorn;rede	1	0	0	0	0	0	0	0	0	0	0
lifigea&thorn;	0	0	0	0	0	1	0	0	0	0	0
onsoce	0	0	0	0	0	0	1	0	0	0	0
wolden	0	0	0	1	0	0	0	0	0	0	0
bittra	1	0	0	0	0	0	0	0	0	0	0
gegleded	0	0	0	1	0	0	0	0	0	0	0
witiga&thorn;	0	0	0	0	0	0	0	1	0	0	0
earmre	0	0	1	0	0	0	0	0	0	0	0
lufigen	1	0	0	0	0	0	0	0	0	0	0
iserne	0	0	0	0	1	0	0	0	0	0	0
fraco&thorn;	0	0	0	0	1	0	0	0	0	0	0
inge&thorn;ancum	0	0	0	0	1	0	0	0	0	0	0
hebbanne	0	0	0	0	0	1	0	0	0	0	0
f&aelig;&thorn;m	0	0	0	1	0	0	0	0	0	0	0
near	1	0	0	0	0	0	0	0	0	0	0
wordcwidas	1	0	0	0	0	0	0	0	0	0	0
tempel	0	0	0	0	0	0	0	0	0	0	1
gehydum	0	0	0	0	0	0	0	0	0	0	1
funden	0	1	0	0	0	0	0	0	0	0	0
onhwearf	0	0	0	0	0	0	0	0	0	1	0
myndga&thorn;	0	0	1	0	0	0	0	0	0	0	0
wur&thorn;myndum	0	0	0	0	0	0	0	0	0	1	0
world	0	0	0	0	0	0	0	0	0	1	0
neod	0	0	0	0	0	0	1	0	0	0	0
cyst	0	0	0	0	0	1	0	0	0	0	0
sunnan	0	0	0	0	1	0	0	0	0	0	0
weardas	0	0	0	0	0	0	0	0	0	0	1
w&aelig;lni&thorn;	0	1	0	0	0	0	0	0	0	0	0
lux	1	0	0	0	0	0	0	0	0	0	0
fleon	0	0	0	0	0	0	0	1	0	0	0
gefregen	1	0	0	0	0	0	0	0	0	0	0
eacenne	0	0	0	0	0	0	0	1	0	0	0
forlet	0	0	0	0	0	1	0	0	0	0	0
hefonfugolas	0	0	0	0	0	0	1	0	0	0	0
&aelig;htgewealda	1	0	0	0	0	0	0	0	0	0	0
onsocon	0	0	0	1	0	0	0	0	0	0	0
tydra&thorn;	1	0	0	0	0	0	0	0	0	0	0
&aelig;f&aelig;stum	1	0	0	0	0	0	0	0	0	0	0
bylywit	0	0	0	0	0	1	0	0	0	0	0
el&thorn;eodigum	0	1	0	0	0	0	0	0	0	0	0
witegena	0	0	0	0	0	0	0	0	0	1	0
utan	0	0	0	0	1	0	0	0	0	0	0
&thorn;rage	0	0	0	0	0	0	0	0	1	0	0
s&aelig;faro&thorn;a	0	0	0	0	0	1	0	0	0	0	0
winburge	0	0	0	0	0	0	0	0	0	1	0
life	0	0	0	0	0	0	0	0	0	1	0
fleam	0	0	0	0	0	0	0	0	0	1	0
ligetta	1	0	0	0	0	0	0	0	0	0	0
heorogrimmes	1	0	0	0	0	0	0	0	0	0	0
beames	0	0	0	0	0	0	0	1	0	0	0
gewindagum	0	0	0	0	0	0	0	0	0	1	0
worden	0	0	1	0	0	0	0	0	0	0	0
byrnendes	1	0	0	0	0	0	0	0	0	0	0
freo&thorn;o	0	0	0	1	0	0	0	0	0	0	0
beorhtne	1	0	0	0	0	0	0	0	0	0	0
al&aelig;t	0	0	0	0	0	0	0	0	1	0	0
gelic	0	0	0	0	0	0	0	1	0	0	0
ginge	0	0	1	0	0	0	0	0	0	0	0
burhsittende	0	0	0	0	1	0	0	0	0	0	0
hale	0	0	0	0	1	0	0	0	0	0	0
ceolas	1	0	0	0	0	0	0	0	0	0	0
ecgum	0	0	0	0	0	0	0	0	0	0	1
hu&thorn;e	0	1	0	0	0	0	0	0	0	0	0
feax	0	0	0	0	0	0	1	0	0	0	0
gedriht	0	1	0	0	0	0	0	0	0	0	0
lyfte	0	0	0	0	0	1	0	0	0	0	0
ord	0	0	1	0	0	0	0	0	0	0	0
londa	1	0	0	0	0	0	0	0	0	0	0
deopne	0	0	0	0	0	0	0	0	1	0	0
leoge&thorn;	0	0	0	0	0	0	1	0	0	0	0
leornedon	0	1	0	0	0	0	0	0	0	0	0
brohte	0	0	0	0	0	0	0	0	0	0	1
tunglu	0	0	0	0	0	1	0	0	0	0	0
hwyrft	0	0	0	0	0	1	0	0	0	0	0
gods&aelig;de	0	0	1	0	0	0	0	0	0	0	0
tida	0	0	0	0	0	0	0	0	1	0	0
medugal	0	0	0	0	0	0	0	0	0	0	1
weallum	0	1	0	0	0	0	0	0	0	0	0
ryne	0	0	0	0	0	1	0	0	0	0	0
hylda	1	0	0	0	0	0	0	0	0	0	0
wage	0	0	0	0	0	0	0	0	0	0	1
sce&thorn;e&thorn;	1	0	0	0	0	0	0	0	0	0	0
ma	0	0	0	0	1	0	0	0	0	0	0
lifgen	1	0	0	0	0	0	0	0	0	0	0
e&thorn;an	0	1	0	0	0	0	0	0	0	0	0
scyle	0	1	0	0	0	0	0	0	0	0	0
hyldelease	0	0	0	0	1	0	0	0	0	0	0
&thorn;egnas	0	0	0	1	0	0	0	0	0	0	0
spowende	0	0	0	0	0	0	0	1	0	0	0
dugo&thorn;a	0	1	0	0	0	0	0	0	0	0	0
lufen	0	1	0	0	0	0	0	0	0	0	0
leohtfruma	0	0	0	0	0	0	1	0	0	0	0
wes	0	0	0	0	0	0	0	0	1	0	0
leng	0	0	0	0	0	0	1	0	0	0	0
ar&aelig;dan	0	0	0	0	0	0	0	0	0	0	1
&thorn;ridde	0	0	0	0	0	0	0	0	0	1	0
ended&aelig;g	0	0	0	0	0	0	0	0	0	1	0
brungen	0	1	0	0	0	0	0	0	0	0	0
miclan	0	0	0	0	0	0	0	1	0	0	0
heahheort	0	0	0	0	0	0	0	0	1	0	0
h&aelig;&thorn;endom	0	0	0	1	0	0	0	0	0	0	0
dea&thorn;e	0	0	1	0	0	0	0	0	0	0	0
ordfruma	0	0	1	0	0	0	0	0	0	0	0
geare	1	0	0	0	0	0	0	0	0	0	0
misahel	1	0	0	0	0	0	0	0	0	0	0
cor&thorn;res	0	0	1	0	0	0	0	0	0	0	0
weredes	0	0	0	0	0	0	0	0	1	0	0
bebodes	0	1	0	0	0	0	0	0	0	0	0
hyrdon	0	0	0	0	0	0	1	0	0	0	0
burhstede	0	1	0	0	0	0	0	0	0	0	0
hleo&thorn;	1	0	0	0	0	0	0	0	0	0	0
gastum	0	0	0	0	0	0	0	1	0	0	0
cwe&thorn;an	0	0	0	0	0	0	0	1	0	0	0
fyrenan	0	0	0	0	1	0	0	0	0	0	0
begete	0	0	0	0	0	0	0	0	0	1	0
wideferh&thorn;	0	0	0	0	0	0	1	0	0	0	0
brimfaro&thorn;es	0	0	0	0	0	1	0	0	0	0	0
si&thorn;ian	0	0	0	0	0	0	0	0	0	1	0
&aelig;fre	0	0	0	0	0	0	0	0	0	0	1
unr&aelig;d	0	0	0	1	0	0	0	0	0	0	0
ah	1	0	0	0	0	0	0	0	0	0	0
